Student_ID,Gender,Age,Grade_Level,Attendance,Study_Hours_Per_Day,Previous_GPA,Midterm_Score,Assignment_Score,Quiz_Score,Final_Exam_Score,Class_Participation,Extracurricular,Internet_Access,Parent_Education,Family_Income,Sleep_Hours,Screen_Time,Stress_Level,Teacher_Feedback,Absences,Final_Result,Performance
832,Male,21,College-2,65,5.7,3.7,100,57,77,84,Medium,No,Yes,Postgraduate,Medium,6.5,7.0,High,Excellent,14,Pass,Good
833,Female,21,12,51,4.8,2.98,100,49,76,79,High,Yes,No,High School,High,5.7,7.2,Low,Excellent,18,Pass,Good
834,Female,15,College-2,60,6.5,2.81,99,61,79,81,High,Yes,Yes,Graduate,High,5.4,3.2,Low,Excellent,15,Pass,Good
835,Female,18,11,86,3.4,3.45,100,52,81,79,Medium,No,No,High School,Low,6.2,4.4,Low,Average,9,Pass,Good
836,Male,19,12,52,7.9,2.18,87,57,65,77,Low,No,Yes,Graduate,Medium,6.1,6.3,Low,Average,17,Pass,Good
837,Female,21,10,76,3.2,2.18,70,62,63,66,Low,Yes,Yes,Postgraduate,High,6.8,2.6,Low,Poor,11,Pass,Average
838,Male,17,10,99,1.7,2.25,85,65,78,77,Low,No,Yes,Graduate,High,8.2,2.3,Low,Poor,6,Pass,Good
839,Male,22,10,75,1.9,2.26,85,48,66,63,High,Yes,Yes,High School,High,4.7,2.1,High,Poor,12,Pass,Average
840,Female,20,College-1,54,7.9,3.06,100,68,88,85,High,No,No,Postgraduate,Medium,5.1,3.0,Low,Excellent,17,Pass,Excellent
841,Female,19,11,58,6.6,2.74,100,55,82,81,Low,No,No,High School,Low,5.4,5.2,Low,Excellent,16,Pass,Good
842,Male,17,9,99,5.5,3.58,100,87,94,95,Low,No,No,Graduate,Medium,5.2,7.1,Medium,Excellent,6,Pass,Excellent
843,Female,15,11,73,7.2,2.1,87,82,79,88,Medium,No,No,High School,High,6.6,3.9,Medium,Good,12,Pass,Excellent
844,Female,17,9,82,4.9,3.69,100,66,85,87,Low,Yes,No,High School,Low,4.7,7.9,High,Average,10,Pass,Excellent
845,Female,15,College-1,90,4.6,3.6,100,69,86,88,High,Yes,No,Graduate,Medium,4.6,3.8,High,Poor,8,Pass,Excellent
846,Female,17,10,92,6.5,2.13,89,80,86,88,Low,Yes,No,Graduate,Medium,7.8,5.0,Low,Poor,7,Pass,Excellent
847,Female,18,9,52,3.1,3.14,97,35,71,62,Low,Yes,Yes,Graduate,High,8.8,2.4,Medium,Poor,17,Pass,Average
848,Female,19,College-1,64,4.3,2.99,90,57,75,73,High,No,No,Postgraduate,Low,8.9,7.5,High,Good,14,Pass,Good
849,Female,21,9,88,6.4,2.87,100,76,96,95,High,No,No,High School,Low,5.6,6.7,High,Average,8,Pass,Excellent
850,Female,21,12,100,2.5,2.31,78,69,81,75,High,No,No,High School,Low,8.8,4.3,Low,Excellent,5,Pass,Good
851,Male,20,11,92,1.5,2.87,95,47,76,70,Low,No,Yes,Graduate,Medium,5.9,7.2,Medium,Average,7,Pass,Good
852,Male,16,9,75,4.0,3.61,100,52,78,76,Low,Yes,Yes,Postgraduate,Medium,5.6,2.7,Medium,Poor,12,Pass,Good
853,Female,20,College-2,100,6.7,2.0,90,74,78,90,High,Yes,Yes,High School,Medium,7.4,7.9,Medium,Poor,5,Pass,Excellent
854,Male,19,College-1,52,8.0,2.0,85,61,77,77,Medium,Yes,No,High School,Low,4.9,1.3,Medium,Good,17,Pass,Good
855,Male,22,12,60,5.5,3.21,100,48,78,77,Medium,No,No,Postgraduate,High,7.6,1.7,Medium,Excellent,15,Pass,Good
856,Male,15,College-1,65,6.6,2.42,99,59,75,87,Low,Yes,Yes,Graduate,Low,8.3,5.7,Low,Poor,14,Pass,Excellent
857,Female,18,12,68,6.4,3.44,100,69,79,83,High,Yes,No,High School,Medium,7.6,5.1,Low,Good,13,Pass,Good
858,Female,17,11,54,1.3,2.78,84,37,64,57,High,No,No,Postgraduate,High,8.3,6.6,Low,Poor,17,Pass,Average
859,Male,22,11,100,2.1,3.75,100,54,70,79,Low,Yes,No,High School,Low,5.6,1.7,High,Good,5,Pass,Good
860,Female,19,College-1,95,3.4,2.21,91,60,73,80,Medium,Yes,No,Postgraduate,Low,7.3,3.4,Medium,Good,7,Pass,Good
861,Female,22,College-1,84,8.0,2.04,100,92,90,97,High,Yes,No,Postgraduate,Low,6.6,3.0,Medium,Good,9,Pass,Excellent
862,Male,18,9,69,7.2,3.34,100,68,88,90,Low,No,Yes,Graduate,Low,8.3,6.7,Medium,Poor,13,Pass,Excellent
863,Male,22,College-1,54,6.6,3.09,100,50,83,81,Low,No,Yes,High School,Medium,5.7,6.7,High,Good,17,Pass,Good
864,Male,17,College-2,61,4.8,2.16,91,51,78,78,High,No,Yes,Postgraduate,Medium,5.4,5.8,High,Good,15,Pass,Good
865,Male,16,9,76,2.1,2.72,86,47,60,68,Low,Yes,No,High School,Low,6.4,6.1,Medium,Good,11,Pass,Average
866,Female,16,11,57,4.5,3.02,100,60,80,82,Low,No,Yes,Postgraduate,Medium,8.3,4.7,High,Poor,16,Pass,Good
867,Male,22,College-2,89,6.6,2.13,89,77,80,84,Medium,Yes,No,Graduate,Medium,8.1,1.6,Low,Excellent,8,Pass,Good
868,Female,21,11,63,2.2,3.17,86,39,69,59,High,No,Yes,High School,Low,7.3,4.4,Medium,Average,15,Pass,Average
869,Female,16,10,50,5.0,2.75,93,53,65,71,Low,Yes,Yes,Graduate,Medium,4.6,5.7,High,Good,18,Pass,Good
870,Male,16,9,57,5.4,2.63,92,62,82,79,Medium,Yes,No,Graduate,Low,4.6,6.8,Medium,Good,16,Pass,Good
871,Female,20,10,76,7.9,3.0,100,80,82,98,High,Yes,Yes,Postgraduate,High,8.9,3.5,High,Poor,11,Pass,Excellent
872,Male,15,11,73,1.8,2.64,76,40,56,61,Medium,Yes,No,Postgraduate,High,8.9,6.4,Medium,Poor,12,Pass,Average
873,Male,16,College-1,75,6.3,2.84,100,67,76,88,Low,Yes,No,High School,Medium,4.7,7.4,Medium,Excellent,12,Pass,Excellent
874,Male,16,College-2,84,1.7,3.79,100,42,73,74,Low,No,Yes,Postgraduate,High,5.2,7.6,Low,Average,9,Pass,Good
875,Female,18,9,97,7.7,3.98,100,93,96,100,Medium,Yes,No,High School,High,8.4,4.6,Medium,Good,6,Pass,Excellent
876,Female,22,9,58,3.8,2.58,83,57,65,66,Low,No,Yes,Postgraduate,Medium,7.2,7.4,High,Average,16,Pass,Average
877,Male,16,College-2,86,2.3,3.34,98,45,70,74,Medium,Yes,Yes,Graduate,Low,7.4,1.8,High,Poor,9,Pass,Good
878,Male,16,11,91,2.5,2.83,95,54,80,79,Medium,No,No,Postgraduate,High,5.0,5.9,High,Good,8,Pass,Good
879,Female,21,9,78,5.6,2.78,99,64,88,84,Medium,Yes,No,Graduate,Low,8.4,2.0,Low,Poor,11,Pass,Good
880,Female,15,12,97,4.2,3.76,100,68,84,89,High,Yes,No,Graduate,Medium,5.8,3.9,High,Average,6,Pass,Excellent
881,Female,17,9,78,2.4,3.93,100,46,80,76,Low,No,No,High School,High,8.4,6.9,High,Average,11,Pass,Good
882,Male,16,10,57,2.9,2.2,80,42,65,65,Medium,No,Yes,Postgraduate,High,6.2,2.8,High,Average,16,Pass,Average
883,Female,18,10,90,4.5,2.04,92,70,83,88,Low,No,No,Graduate,High,6.9,2.0,Medium,Average,8,Pass,Excellent
884,Male,20,9,90,3.8,3.13,99,66,89,87,Medium,No,No,High School,High,8.3,5.2,Medium,Excellent,8,Pass,Excellent
885,Male,22,12,64,4.0,2.21,74,49,66,68,High,Yes,Yes,Postgraduate,High,7.0,5.8,Medium,Average,14,Pass,Average
886,Female,18,9,64,6.2,2.51,100,66,78,85,Medium,Yes,Yes,High School,Medium,5.5,1.7,High,Average,14,Pass,Excellent
887,Female,16,9,52,4.3,3.51,97,52,72,71,High,Yes,No,High School,Medium,5.7,2.2,High,Good,17,Pass,Good
888,Male,17,10,72,6.3,3.48,100,75,79,88,Low,Yes,Yes,High School,Low,7.0,2.2,Low,Average,12,Pass,Excellent
889,Female,17,College-2,68,4.2,2.27,76,51,66,67,Low,Yes,No,Graduate,Low,7.5,2.6,Low,Good,13,Pass,Average
890,Female,16,12,52,4.7,2.22,75,45,54,63,Low,Yes,No,Postgraduate,High,7.6,7.3,High,Good,17,Pass,Average
891,Female,20,11,78,2.1,3.13,100,52,73,71,High,Yes,Yes,High School,Medium,9.0,4.7,Medium,Excellent,11,Pass,Good
892,Male,22,12,99,4.7,2.23,86,64,74,77,High,Yes,Yes,Postgraduate,Low,8.7,7.1,High,Average,6,Pass,Good
893,Male,19,11,58,2.7,3.09,85,39,56,59,Medium,Yes,Yes,High School,Medium,4.7,7.0,Medium,Average,16,Pass,Average
894,Male,20,12,58,6.6,3.04,100,66,77,82,Low,No,No,High School,Low,5.5,5.5,Low,Poor,16,Pass,Good
895,Male,22,9,99,5.7,2.06,92,73,76,90,Medium,No,Yes,Postgraduate,High,4.6,6.7,High,Poor,6,Pass,Excellent
896,Female,17,9,96,2.0,2.23,87,68,78,77,High,Yes,No,Graduate,Medium,6.1,3.7,High,Poor,6,Pass,Good
897,Female,22,9,59,2.2,3.58,100,42,78,74,Low,Yes,Yes,Postgraduate,Medium,7.9,4.5,Low,Excellent,16,Pass,Good
898,Male,21,10,72,5.5,2.55,90,65,81,84,Medium,Yes,No,Graduate,High,4.9,6.1,Low,Good,12,Pass,Good
899,Female,18,10,69,6.8,2.08,81,78,86,88,Medium,No,No,High School,High,8.0,3.6,High,Average,13,Pass,Excellent
900,Male,19,College-2,58,1.5,2.24,71,35,61,56,High,No,Yes,Postgraduate,Medium,5.7,1.3,Medium,Average,16,Pass,Average
901,Male,17,College-2,83,2.4,3.3,100,51,74,77,Medium,No,Yes,Postgraduate,High,7.7,2.3,High,Good,10,Pass,Good
902,Male,16,11,76,3.1,3.51,100,54,85,77,Medium,Yes,No,High School,Medium,4.6,7.2,Medium,Excellent,11,Pass,Good
903,Female,20,College-1,60,3.5,3.73,100,42,75,73,High,Yes,No,High School,High,7.9,6.3,Low,Poor,15,Pass,Good
904,Male,16,11,80,3.6,2.58,99,64,89,87,Low,Yes,No,Graduate,High,6.4,3.0,Low,Excellent,10,Pass,Excellent
905,Male,18,10,89,6.8,2.08,100,69,85,93,Medium,Yes,No,Postgraduate,Medium,4.8,5.8,High,Poor,8,Pass,Excellent
906,Male,15,College-1,75,6.1,2.18,100,72,94,88,Low,Yes,Yes,Postgraduate,High,8.1,6.6,Low,Excellent,12,Pass,Excellent
907,Female,20,12,63,1.9,2.08,72,35,47,55,Low,No,No,Postgraduate,High,7.4,8.0,High,Poor,15,Pass,Average
908,Male,17,College-1,50,7.4,3.62,100,55,79,80,High,Yes,Yes,Postgraduate,Medium,5.4,1.2,Medium,Excellent,18,Pass,Good
909,Female,20,College-1,90,5.9,3.96,100,77,80,92,Medium,Yes,Yes,High School,Medium,5.7,3.0,High,Poor,8,Pass,Excellent
910,Female,20,9,57,7.1,2.22,90,61,74,78,High,Yes,No,High School,Low,7.4,5.0,High,Average,16,Pass,Good
911,Male,19,9,63,5.2,2.9,100,57,83,84,High,No,Yes,Postgraduate,High,6.8,1.5,Medium,Poor,15,Pass,Good
912,Male,16,College-2,73,5.4,2.98,100,66,88,90,Low,No,Yes,High School,Low,8.0,3.4,Low,Average,12,Pass,Excellent
913,Male,20,College-2,73,3.7,3.74,100,57,74,75,Low,Yes,Yes,High School,Medium,8.5,1.6,Medium,Good,12,Pass,Good
914,Male,18,College-1,53,6.7,3.14,100,70,92,86,Medium,No,Yes,High School,Low,6.8,2.3,Medium,Poor,17,Pass,Excellent
915,Female,15,10,100,4.7,2.6,100,80,98,97,Low,No,Yes,High School,Low,6.5,2.4,High,Good,5,Pass,Excellent
916,Female,17,9,78,5.8,3.01,100,76,82,89,High,No,No,Postgraduate,Low,4.6,6.8,Medium,Excellent,11,Pass,Excellent
917,Female,17,College-1,99,5.4,3.31,100,86,99,100,Medium,No,Yes,High School,Medium,8.1,7.1,High,Poor,6,Pass,Excellent
918,Male,18,11,68,1.1,3.24,88,35,59,62,Low,No,No,Postgraduate,High,6.8,3.2,Low,Excellent,13,Pass,Average
919,Female,17,College-2,89,5.9,2.8,100,78,94,98,Low,No,Yes,Postgraduate,High,9.0,4.3,Low,Good,8,Pass,Excellent
920,Male,20,12,92,5.6,3.8,100,68,76,88,High,Yes,Yes,Postgraduate,High,8.6,5.6,High,Excellent,7,Pass,Excellent
921,Female,16,College-1,71,1.2,2.81,85,48,62,61,Medium,No,No,Graduate,High,8.1,6.5,Low,Average,13,Pass,Average
922,Female,16,11,50,4.9,3.66,100,45,80,74,Low,No,No,Postgraduate,Low,8.1,1.7,Low,Good,18,Pass,Good
923,Male,21,College-1,82,2.9,3.67,100,60,79,83,Medium,No,Yes,High School,Low,8.5,7.0,Medium,Average,10,Pass,Good
924,Male,19,9,54,1.6,3.65,90,35,56,56,Medium,Yes,No,High School,Medium,5.4,5.3,Medium,Average,17,Pass,Average
925,Male,19,11,90,4.7,3.28,100,62,74,83,Low,No,No,Graduate,High,8.4,7.6,Medium,Excellent,8,Pass,Good
926,Male,16,College-2,60,1.4,3.45,99,35,63,62,Medium,No,No,High School,Low,8.7,7.2,High,Poor,15,Pass,Average
927,Male,22,10,99,6.4,3.35,100,73,84,94,Low,Yes,No,Graduate,High,4.6,7.6,Low,Average,6,Pass,Excellent
928,Male,16,College-1,72,7.4,3.85,100,63,79,90,Low,Yes,No,High School,Low,6.3,4.3,Medium,Average,12,Pass,Excellent
929,Male,22,9,82,7.9,3.09,100,82,86,97,High,No,No,Graduate,High,5.9,4.3,Low,Average,10,Pass,Excellent
930,Male,18,12,87,3.3,3.02,94,63,78,79,Low,No,Yes,Graduate,Medium,5.1,3.8,High,Poor,9,Pass,Good
931,Male,22,College-1,59,7.3,3.03,100,58,71,85,High,Yes,Yes,Postgraduate,Low,7.8,4.5,Medium,Excellent,16,Pass,Excellent
932,Male,18,9,60,5.0,3.57,100,59,78,78,High,Yes,No,Graduate,Low,6.0,6.8,Medium,Average,15,Pass,Good
933,Male,22,12,86,6.3,3.57,100,81,95,93,High,Yes,No,Graduate,Low,8.8,1.2,Medium,Average,9,Pass,Excellent
934,Female,17,9,100,1.1,2.29,74,50,61,62,Medium,No,Yes,Graduate,High,7.9,3.6,Medium,Poor,5,Pass,Average
935,Female,22,College-1,93,2.9,3.05,96,53,70,75,Low,No,Yes,Graduate,High,7.1,6.1,High,Good,7,Pass,Good
936,Female,19,College-1,100,4.8,3.78,100,74,80,91,Medium,Yes,No,Postgraduate,Medium,4.6,2.1,High,Poor,5,Pass,Excellent
937,Female,17,10,91,1.6,3.02,86,63,80,77,High,No,No,Graduate,Medium,6.1,5.4,Low,Average,8,Pass,Good
938,Female,21,College-1,51,7.5,2.16,99,55,83,80,Low,No,No,Postgraduate,Low,6.5,3.7,Low,Good,18,Pass,Good
939,Female,17,College-2,83,5.0,3.58,100,66,91,92,High,Yes,No,High School,High,6.7,6.2,Medium,Poor,10,Pass,Excellent
940,Male,16,10,92,7.3,2.76,100,82,97,100,Medium,Yes,No,Graduate,Medium,6.1,8.0,Medium,Average,7,Pass,Excellent
941,Male,19,12,83,3.8,2.71,100,59,76,82,Low,Yes,Yes,Graduate,Medium,7.2,2.4,Low,Good,10,Pass,Good
942,Male,17,12,55,5.8,3.52,100,51,77,77,High,Yes,Yes,Graduate,High,8.6,2.3,High,Good,17,Pass,Good
943,Female,19,12,56,2.6,3.12,95,42,71,71,High,No,Yes,Postgraduate,Medium,9.0,4.5,Medium,Good,16,Pass,Good
944,Female,22,10,66,2.6,2.24,82,54,62,68,Low,Yes,No,Postgraduate,Low,5.4,5.4,Medium,Poor,14,Pass,Average
945,Male,16,10,55,6.9,2.65,100,55,79,81,High,Yes,No,Postgraduate,Low,5.4,3.2,Medium,Excellent,17,Pass,Good
946,Male,16,11,96,6.9,2.85,100,73,78,93,Low,Yes,No,High School,Medium,6.9,2.7,Medium,Poor,6,Pass,Excellent
947,Female,17,10,94,5.1,3.47,100,77,80,90,High,No,No,High School,Low,6.6,1.4,Medium,Excellent,7,Pass,Excellent
948,Female,17,10,76,1.4,3.01,94,52,79,71,Medium,No,No,Postgraduate,High,6.0,6.4,Medium,Good,11,Pass,Good
949,Male,19,College-1,96,5.1,2.63,100,72,83,86,Low,Yes,No,Graduate,Low,8.8,6.6,Low,Poor,6,Pass,Excellent
950,Male,16,11,52,1.3,2.46,82,35,52,55,Medium,Yes,Yes,High School,Medium,8.1,3.6,Medium,Excellent,17,Pass,Average
951,Female,21,College-1,52,4.7,3.48,100,48,75,75,High,No,Yes,Graduate,High,7.4,4.0,Low,Excellent,17,Pass,Good
952,Female,17,11,78,7.3,2.59,100,69,76,91,Medium,Yes,Yes,Postgraduate,Low,8.0,6.0,Low,Poor,11,Pass,Excellent
953,Male,21,College-2,97,1.9,3.21,100,48,75,79,Low,Yes,Yes,Graduate,Medium,8.3,1.9,Medium,Average,6,Pass,Good
954,Female,17,10,63,6.0,2.33,96,63,87,87,Medium,No,No,Graduate,Medium,6.6,1.2,High,Good,15,Pass,Excellent
955,Female,21,College-2,85,5.4,3.73,100,69,80,90,High,Yes,Yes,Graduate,Low,6.7,3.7,High,Average,9,Pass,Excellent
956,Male,15,11,95,4.1,2.13,83,64,79,80,Low,Yes,Yes,Postgraduate,High,5.0,4.3,High,Average,7,Pass,Good
957,Male,17,10,97,3.9,2.85,100,76,82,88,Low,No,No,Postgraduate,Low,5.3,1.7,High,Average,6,Pass,Excellent
958,Male,21,11,70,4.9,2.98,100,63,88,85,Low,Yes,No,Graduate,Medium,5.9,3.9,High,Excellent,13,Pass,Excellent
959,Male,22,9,89,6.0,3.21,100,78,81,94,Low,Yes,No,High School,High,5.0,7.3,High,Excellent,8,Pass,Excellent
960,Male,17,9,98,4.7,2.98,100,66,91,90,High,Yes,Yes,Graduate,Medium,6.7,1.8,High,Poor,6,Pass,Excellent
961,Female,20,College-2,85,2.3,3.52,100,63,87,77,Low,No,No,High School,Low,4.7,1.3,High,Excellent,9,Pass,Good
962,Female,18,12,53,6.6,3.63,100,55,69,79,High,Yes,No,High School,Medium,8.7,6.5,Low,Good,17,Pass,Good
963,Female,15,9,60,7.7,3.86,100,58,75,86,Medium,Yes,No,Graduate,High,8.4,5.0,High,Average,15,Pass,Excellent
964,Male,16,10,53,5.3,2.83,100,45,70,71,Medium,Yes,Yes,Postgraduate,Low,5.4,1.0,Low,Average,17,Pass,Good
965,Male,16,9,60,1.8,2.92,90,35,55,62,Medium,No,Yes,High School,Low,7.6,5.9,Low,Poor,15,Pass,Average
966,Male,15,11,89,6.1,3.32,100,79,88,94,High,Yes,No,Graduate,Medium,6.5,6.1,Low,Poor,8,Pass,Excellent
967,Male,16,9,92,2.3,2.6,95,50,68,73,Medium,Yes,No,Postgraduate,High,7.4,5.7,Low,Good,7,Pass,Good
968,Female,20,College-2,50,5.0,3.19,100,44,64,73,Medium,Yes,Yes,High School,High,6.0,1.9,High,Good,18,Pass,Good
969,Female,18,12,58,6.5,3.55,100,65,77,86,Medium,No,No,Graduate,Medium,7.1,6.8,Low,Average,16,Pass,Excellent
970,Male,20,College-1,51,2.8,2.31,68,44,49,51,Low,No,Yes,Postgraduate,Medium,4.8,6.2,Medium,Poor,18,Pass,Poor
971,Male,17,10,60,5.2,3.93,100,59,71,77,Medium,Yes,No,Graduate,Medium,4.8,6.0,Low,Poor,15,Pass,Good
972,Female,22,11,64,5.9,2.12,76,70,76,74,Medium,No,Yes,Graduate,Medium,8.4,1.2,High,Good,14,Pass,Good
973,Female,15,9,73,3.0,2.5,78,45,61,60,Low,Yes,Yes,Postgraduate,Low,8.3,7.6,Low,Average,12,Pass,Average
974,Female,17,12,51,6.6,2.46,97,60,78,84,High,Yes,Yes,Postgraduate,Low,7.8,3.9,High,Good,18,Pass,Good
975,Male,15,12,78,1.8,2.22,75,39,63,62,Medium,Yes,Yes,High School,Medium,7.2,7.1,High,Average,11,Pass,Average
976,Male,21,10,71,1.6,2.72,89,41,72,65,Low,Yes,Yes,High School,High,4.7,7.1,Medium,Average,13,Pass,Average
977,Male,18,9,72,4.7,2.85,100,68,84,82,High,Yes,No,High School,High,6.9,3.5,Low,Excellent,12,Pass,Good
978,Male,20,College-1,60,6.8,2.51,100,66,88,89,Low,Yes,Yes,Postgraduate,Medium,8.6,4.1,Low,Poor,15,Pass,Excellent
979,Male,15,12,53,7.9,2.62,100,76,80,92,High,No,No,High School,Medium,6.3,4.0,Low,Poor,17,Pass,Excellent
980,Female,18,College-2,97,5.6,3.88,100,84,92,100,High,Yes,No,High School,Low,7.1,4.8,Medium,Poor,6,Pass,Excellent
981,Male,16,10,87,3.1,3.86,100,68,92,82,Medium,No,Yes,Graduate,Medium,8.2,6.8,High,Good,9,Pass,Good
982,Female,18,10,56,3.9,2.43,82,38,67,60,Low,No,No,High School,Low,6.2,1.7,High,Good,16,Pass,Average
983,Male,15,10,87,5.0,3.61,100,66,80,84,Medium,Yes,No,Postgraduate,Low,5.0,5.3,Low,Poor,9,Pass,Good
984,Male,18,11,76,1.4,2.05,79,43,56,55,High,No,Yes,High School,Low,5.2,5.7,Medium,Poor,11,Pass,Average
985,Female,19,11,96,6.9,2.58,100,72,80,89,High,Yes,Yes,High School,Medium,6.8,5.1,Medium,Average,6,Pass,Excellent
986,Female,15,12,86,7.9,3.87,100,77,81,99,Medium,No,No,Postgraduate,Low,8.9,3.6,Low,Average,9,Pass,Excellent
987,Female,17,College-1,74,4.9,3.53,100,56,86,80,High,No,Yes,Graduate,High,5.8,3.8,Medium,Excellent,12,Pass,Good
988,Male,20,12,92,5.4,2.46,91,71,75,83,Low,No,Yes,High School,Medium,5.7,5.1,Medium,Average,7,Pass,Good
989,Male,21,College-2,71,6.1,2.92,100,68,81,87,High,No,No,Graduate,High,6.1,6.5,Low,Good,13,Pass,Excellent
990,Female,16,12,89,4.0,2.3,92,54,69,72,Low,Yes,No,Postgraduate,Low,5.7,4.6,High,Excellent,8,Pass,Good
991,Male,15,12,67,4.8,3.15,100,55,81,76,Low,No,No,Graduate,Low,5.1,4.5,High,Excellent,14,Pass,Good
992,Male,20,College-2,88,5.0,2.13,87,61,72,82,High,Yes,Yes,Postgraduate,Medium,6.4,5.4,Low,Average,8,Pass,Good
993,Male,21,11,63,4.3,2.37,82,44,63,65,High,Yes,Yes,Graduate,Medium,6.3,1.0,Medium,Excellent,15,Pass,Average
994,Female,21,9,59,2.8,3.3,94,42,68,71,Medium,No,Yes,Postgraduate,Low,7.3,4.0,High,Good,16,Pass,Good
995,Male,16,11,88,4.8,3.09,99,70,90,84,Low,No,No,Graduate,High,7.9,5.4,Low,Average,8,Pass,Good
996,Female,19,College-1,70,5.4,3.89,100,65,81,82,Medium,No,Yes,Graduate,Medium,8.6,5.4,High,Good,13,Pass,Good
997,Female,18,College-2,70,6.6,2.27,100,63,74,82,Medium,Yes,No,High School,Low,4.7,1.9,Medium,Poor,13,Pass,Good
998,Female,18,12,77,5.8,3.08,100,69,82,85,High,Yes,Yes,Postgraduate,High,4.8,6.8,Medium,Good,11,Pass,Excellent
999,Female,19,10,73,5.2,2.05,94,72,84,87,Low,No,No,Graduate,High,6.2,1.1,Medium,Excellent,12,Pass,Excellent
1000,Female,22,12,77,4.5,2.52,82,60,73,72,Medium,Yes,No,Graduate,Medium,4.7,6.5,Low,Average,11,Pass,Good
1001,Male,17,12,100,4.5,2.49,98,70,88,87,Medium,No,Yes,High School,Medium,7.2,4.0,High,Good,5,Pass,Excellent
1002,Male,17,11,88,5.3,3.39,100,65,79,89,Low,No,No,Graduate,High,5.5,1.4,High,Excellent,8,Pass,Excellent
1003,Male,16,11,69,3.8,2.78,86,45,62,67,High,No,No,High School,Low,7.9,5.3,High,Poor,13,Pass,Average
1004,Male,20,12,56,4.3,3.42,100,43,69,75,Low,No,No,High School,High,6.8,3.8,Medium,Good,16,Pass,Good
1005,Female,18,College-2,60,5.5,2.22,80,48,62,64,Medium,No,Yes,Graduate,Medium,6.4,2.0,High,Excellent,15,Pass,Average
1006,Male,19,10,98,4.7,3.64,100,73,86,86,Low,Yes,No,Graduate,Medium,6.6,3.5,Medium,Poor,6,Pass,Excellent
1007,Male,16,9,52,5.7,2.73,100,58,81,82,Low,Yes,Yes,Postgraduate,Medium,6.4,3.1,Medium,Excellent,17,Pass,Good
1008,Male,22,10,93,7.6,2.9,100,80,89,97,Low,Yes,No,Postgraduate,Low,7.8,7.9,Low,Excellent,7,Pass,Excellent
1009,Female,20,College-2,72,6.0,3.69,100,68,83,91,High,Yes,Yes,Graduate,High,7.4,1.4,Low,Good,12,Pass,Excellent
1010,Male,16,College-1,96,4.8,3.79,100,69,85,93,Low,No,No,Graduate,High,8.2,2.9,Medium,Poor,6,Pass,Excellent
1011,Male,18,College-1,77,3.4,3.83,100,53,76,75,Medium,Yes,No,Postgraduate,High,5.3,2.8,Low,Excellent,11,Pass,Good
1012,Female,19,College-1,95,6.5,3.3,100,77,83,96,High,No,No,Postgraduate,High,5.0,5.5,High,Average,7,Pass,Excellent
1013,Female,22,College-2,98,5.8,2.63,100,72,93,96,Low,No,No,High School,Low,4.8,8.0,Low,Excellent,6,Pass,Excellent
1014,Male,18,College-1,95,2.8,3.66,100,58,85,84,Low,Yes,Yes,Postgraduate,High,5.7,7.3,High,Excellent,7,Pass,Good
1015,Male,17,10,51,3.7,3.13,91,50,78,75,Low,Yes,Yes,High School,Low,8.2,7.6,Low,Average,18,Pass,Good
1016,Female,21,9,50,1.1,2.87,73,35,46,45,Low,Yes,No,High School,Medium,7.6,3.7,Medium,Poor,18,Fail,Poor
1017,Male,22,11,68,1.4,2.58,79,51,64,65,Medium,Yes,Yes,Graduate,Medium,7.8,7.3,Medium,Good,13,Pass,Average
1018,Male,20,11,93,6.5,3.55,100,83,95,99,Medium,No,No,High School,Medium,4.7,2.4,Low,Poor,7,Pass,Excellent
1019,Female,16,College-2,77,4.0,2.54,83,48,69,69,Low,Yes,No,High School,Medium,8.5,3.7,High,Good,11,Pass,Average
1020,Male,20,College-1,56,3.8,2.54,94,52,66,67,Low,No,No,Postgraduate,Low,8.2,7.4,Medium,Average,16,Pass,Average
1021,Male,21,College-1,74,4.7,2.32,97,64,72,76,High,Yes,No,Postgraduate,High,7.1,5.4,High,Excellent,12,Pass,Good
1022,Female,21,9,100,5.3,3.18,100,77,94,97,High,Yes,Yes,High School,Low,6.1,3.6,Low,Excellent,5,Pass,Excellent
1023,Male,19,9,94,6.3,3.26,100,85,89,94,High,Yes,No,High School,Low,6.1,6.9,Medium,Good,7,Pass,Excellent
1024,Female,21,College-1,71,4.6,2.97,100,50,71,74,Low,Yes,Yes,Postgraduate,High,8.9,1.8,High,Average,13,Pass,Good
1025,Female,20,College-1,67,1.6,2.28,71,36,50,55,High,Yes,No,High School,High,7.7,3.8,Medium,Good,14,Pass,Average
1026,Female,17,9,67,7.4,3.36,100,75,80,89,High,Yes,Yes,Graduate,Medium,5.0,4.9,Low,Poor,14,Pass,Excellent
1027,Female,17,10,96,1.3,3.41,100,57,78,81,Low,No,No,High School,High,7.3,2.5,Low,Good,6,Pass,Good
1028,Female,22,10,96,7.2,2.97,100,90,92,100,Low,Yes,No,High School,Medium,5.8,1.4,High,Good,6,Pass,Excellent
1029,Male,17,12,50,4.4,3.12,89,39,59,64,Low,Yes,No,High School,Medium,4.8,3.5,Low,Poor,18,Pass,Average
1030,Male,22,9,97,3.5,2.88,100,60,78,87,Medium,No,Yes,High School,Medium,8.8,7.0,Medium,Poor,6,Pass,Excellent
